,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
238,2019-00068001,10/18/18,00:01,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",11/19/19,14:34,Assist Other Agency,Active/Pending
240,2019-00068004,11/17/19,18:00,Ellicott at 4052 Stadium Dr,11/19/19,14:36,Pedestrian Struck,Active/Pending
242,2019-00068034,11/13/19,14:00,Lot LL5,11/19/19,17:14,Suspicious Activity,Active/Pending
244,2019-00068035,10/15/19,01:40,Pi Kappa Alpha at 2 Fraternity Row,11/19/19,17:26,Other Incident,Arrest
246,2019-00068052,11/19/19,19:10,Paint Branch Dr / Azalea Ln,11/19/19,19:17,Injured/Sick Person,CBE
248,2019-00068054,11/19/19,20:00,"Oakland, Oakland Hall at 3912 Denton Service Ln",11/19/19,20:12,CDS Violation,Arrest
250,2019-00068055,11/19/19,20:27,North Gate at 4306 Campus Dr,11/19/19,20:27,Assist Other Agency,CBE
252,2019-00068057,11/19/19,11:10,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",11/19/19,20:55,Hate Bias Incident,Investigation Pending
254,2019-00068077,11/19/19,21:30,4600 block of Knox Rd,11/19/19,22:54,Assist Other Agency,CBE
256,2019-00068115,11/20/19,00:43,University Blvd,11/20/19,00:43,Injured/Sick Person,CBE
258,2019-00068123,11/20/19,02:09,Baltimore Ave,11/20/19,02:09,DWI/DUI,Arrest
260,2019-00068176,11/19/19,18:00,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",11/20/19,09:01,Other Incident,CBE
262,2019-00068243,11/20/19,16:10,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",11/20/19,16:37,Injured/Sick Person,CBE
264,2019-00068266,11/20/19,19:25,4200 block of Lehigh Rd,11/20/19,19:25,Injured/Sick Person,CBE
266,2019-00068344,11/20/19,23:14,"Tau Kappa Epsilon, TKE at 3 Fraternity Row",11/20/19,23:14,CDS Violation,Arrest
268,2019-00068353,11/20/19,23:31,"A James Clark Hall, A. James Clark Hall, A.J. Clark Hall, Clark, Clark Hall at 8278 Paint Branch Dr",11/20/19,23:31,Injured/Sick Person,CBE
270,2019-00068359,11/20/19,23:39,4600 block of Norwich Rd,11/20/19,23:39,Injured/Sick Person,CBE
272,2019-00068483,11/14/19,14:00,3900 block of Campus Dr,11/21/19,12:45,Damage to State Property,CBE
274,2019-00068484,11/21/19,12:45,4100 block of Valley Dr,11/21/19,12:57,CDS Violation,CBE
276,2019-00068623,11/21/19,23:56,College Ave,11/21/19,23:56,CDS Violation,Arrest
278,2019-00068649,11/22/19,02:22,4500 block of Hartwick Rd,11/22/19,02:22,Disorderly Conduct,Arrest
280,2019-00068717,11/22/19,11:15,"PG3, SDG, Stadium Drive Garage, Stadium Drive Parking Garage at 4025 Stadium Dr",11/22/19,13:13,Indecent Exposure,Investigation Pending
282,2019-00068718,11/21/19,11:45,Harvard Rd,11/22/19,13:12,Assist Other Agency,CBE
284,2019-00068895,11/22/19,20:10,4200 block of Lehigh Rd,11/22/19,20:29,Injured/Sick Person,Active/Pending
286,2019-00068940,11/22/19,21:00,Baltimore at 7497 Calvert Service Ln,11/22/19,21:41,Injured/Sick Person,CBE
288,2019-00069019,11/22/19,23:45,7300 block of Baltimore Ave,11/22/19,23:58,Injured/Sick Person,CBE
290,2019-00069056,11/23/19,01:15,7400 block of Baltimore Ave,11/23/19,01:23,Injured/Sick Person,CBE
292,2019-00069057,11/23/19,{NO TIME},4200 block of Lehigh Rd,11/23/19,01:30,Assault,CBE
294,2019-00069107,11/23/19,10:17,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr",11/23/19,10:17,Injured/Sick Person,CBE
296,2019-00069208,11/23/19,16:45,"Capital One Field at Maryland Stadium, Maryland Stadium",11/23/19,16:49,Injured/Sick Person,CBE
298,2019-00069209,11/23/19,01:00,4100 block of Farm Dr,11/23/19,17:03,Theft,Active/Pending
300,2019-00069266,11/23/19,22:16,4100 block of Valley Dr,11/23/19,22:16,Alcohol Violation,CBE
302,2019-00069298,11/24/19,00:55,Easton at 3917 Denton Service Ln,11/24/19,00:55,Vandalism,CBE
304,2019-00069302,11/23/19,22:00,4100 block of Farm Dr,11/24/19,01:18,Vandalism,Active/Pending
306,2019-00069305,11/24/19,02:05,4000 block of Stadium Dr,11/24/19,02:05,Emergency Petition,CBE
308,2019-00069309,11/24/19,03:15,"Hillel, Hillel Jewish Center at 7612 Mowatt Ln",11/24/19,03:18,Injured/Sick Person,CBE
310,2019-00069311,11/24/19,04:14,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",11/24/19,04:14,CDS Violation,Arrest
312,2019-00069465,11/24/02,19:15,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",11/24/19,19:49,Injured/Sick Person,CBE
314,2019-00069502,11/24/19,22:16,4100 block of Valley Dr,11/24/19,22:16,Other Incident,CBE
316,2019-00069525,11/24/19,22:45,3800 block of Stadium Dr,11/24/19,23:01,CDS Violation,Arrest
318,2019-00069633,11/21/19,16:00,4300 block of Chapel Ln,11/25/19,09:01,Vandalism,Active/Pending
320,2019-00069644,11/19/19,12:43,7000 block of Preinkert Dr,11/25/19,09:47,Fraud,Arrest
322,2019-00069690,11/25/19,15:37,Knox Rd,11/25/19,15:37,CDS Violation,Arrest
324,2019-00069772,11/25/19,12:50,3900 block of Campus Dr,11/25/19,17:55,Theft,Arrest
326,2019-00069783,11/23/19,17:30,3900 block of Campus Dr,11/25/19,18:44,Suspicious Activity,Active/Pending
328,2019-00069832,11/25/19,23:45,Baltimore Ave,11/25/19,23:47,Injured/Sick Person,CBE
330,2019-00069963,11/26/19,10:40,"Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",11/26/19,17:51,Theft,Active/Pending
332,2019-00070272,11/28/19,00:17,8000 block of Boteler Ln,11/28/19,00:17,CDS Violation,Arrest
334,2019-00070293,11/28/19,01:26,Baltimore Ave,11/28/19,01:26,DWI/DUI,Arrest
336,2019-00070439,11/28/19,22:34,7500 block of Mowatt Ln,11/28/19,22:34,CDS Violation,Arrest
338,2019-00070710,11/29/19,23:36,South Gate at 7567 Regents Dr,11/29/19,23:36,Injured/Sick Person,CBE
340,2019-00070718,11/30/19,00:03,Valley Dr,11/30/19,00:03,DWI/DUI,Arrest
342,2019-00070740,11/30/19,01:22,Baltimore Ave,11/30/19,01:22,DWI/DUI,Arrest
344,2019-00070797,11/24/19,17:00,3400 block of Tulane Dr,11/30/19,13:04,Theft,Active/Pending
0,2019-00071106,12/01/19,09:00,"Armory, Reckord Armory at 4490 Rossborough Ln",12/01/19,16:52,Theft,Investigation Pending
2,2019-00071142,12/01/19,18:33,7000 block of Preinkert Dr,12/01/19,18:33,Other Incident,CBE
4,2019-00071190,12/01/19,23:15,Lot 2a,12/01/19,23:32,Suspicious Person/Auto,Arrest
6,2019-00071251,12/02/19,07:15,1200 block of Van Se St,12/02/19,08:08,Dept Property Damage/Loss,CBE
8,2019-00071253,12/02/19,08:10,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",12/02/19,08:10,Theft,CBE
10,2019-00071353,11/22/19,14:30,7500 block of Yale Ave,12/02/19,14:53,Theft,Active/Pending
12,2019-00071388,12/02/19,16:30,7600 block of Library Ln,12/02/19,19:37,Theft,Active/Pending
14,2019-00071396,12/02/19,20:00,Centreville at 4243 Valley Dr,12/02/19,20:19,CDS Violation,CBE
16,2019-00071415,12/02/19,23:07,University Blvd,12/02/19,23:07,DWI/DUI,Arrest
18,2019-00071416,12/02/19,23:42,7200 block of Preinkert Dr,12/02/19,23:46,Injured/Sick Person,CBE
20,2019-00071454,12/03/19,08:51,4100 block of Valley Dr,12/03/19,08:51,Injured/Sick Person,CBE
22,2019-00071495,12/03/19,11:51,Catholic Student Center at 4141 Guilford Dr,12/03/19,11:51,Theft,Active/Pending
24,2019-00071511,11/15/19,06:30,"Skinner, Skinner Building at 4300 Chapel Ln",12/03/19,13:59,Theft from Auto,Active/Pending
26,2019-00071582,12/03/19,21:39,"Tawes, Tawes Hall at 7751 Alumni Dr",12/03/19,21:39,Injured/Sick Person,CBE
28,2019-00071591,12/03/19,22:28,3900 block of Denton Service Ln,12/03/19,22:28,CDS Violation,Arrest
30,2019-00071639,12/04/19,00:28,4100 block of Farm Dr,12/04/19,00:28,Emergency Petition,CBE
32,2019-00071642,12/03/19,22:55,Elkton at 3981 Denton Service Ln,12/04/19,01:25,Suspicious Activity,CBE
34,2019-00071645,12/04/19,02:38,Lot 11b,12/04/19,02:38,DWI/DUI,Arrest
36,2019-00071828,12/04/19,21:51,4200 block of Lehigh Rd,12/04/19,21:51,Injured/Sick Person,CBE
38,2019-00071929,12/04/19,15:00,"Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",12/05/19,09:53,Check on the Welfare,CBE
40,2019-00071968,12/03/19,08:30,"Club House, Golf Course Club House at 3800 Golf Course Rd",12/05/19,12:31,Vandalism,Investigation Pending
42,2019-00072054,12/05/19,21:48,7500 block of Calvert Service Ln,12/05/19,21:48,Injured/Sick Person,CBE
44,2019-00072110,12/06/19,00:17,Baltimore Ave,12/06/19,00:17,DWI/DUI,Arrest
46,2019-00072195,12/06/19,03:14,Somerset at 7567 Preinkert Dr,12/06/19,03:14,Injured/Sick Person,CBE
48,2019-00072464,12/06/19,23:15,8600 block of Boteler Ln,12/07/19,00:12,Other Incident,Arrest
50,2019-00072465,12/07/19,{NO TIME},7500 block of Regents Dr,12/07/19,00:40,Injured/Sick Person,CBE
52,2019-00072470,12/07/19,01:04,8 Fraternity Row,12/07/19,01:04,Injured/Sick Person,CBE
54,2019-00072485,12/07/19,01:37,6 Fraternity Row,12/07/19,01:39,CDS Violation,Arrest
56,2019-00072488,12/07/19,02:05,Catholic Student Center at 4141 Guilford Dr,12/07/19,02:05,Assist Other Agency,CBE
58,2019-00072495,12/07/19,03:21,4000 block of Stadium Dr,12/07/19,03:21,Injured/Sick Person,CBE
60,2019-00072533,12/07/19,06:41,Pocomoke at 7569 Baltimore Ave,12/07/19,07:00,Suspicious Activity,CBE
62,2019-00072570,12/07/19,13:30,Somerset at 7567 Preinkert Dr,12/07/19,13:36,Injured/Sick Person,CBE
64,2019-00072577,12/07/19,16:00,Lot 11b,12/07/19,16:06,CDS Violation,CBE
66,2019-00072730,12/07/19,23:30,University Blvd,12/07/19,23:40,Assist Other Agency,CBE
68,2019-00072749,12/08/19,02:55,Sigma Delta Tau at 4516 Knox Rd,12/08/19,02:55,Injured/Sick Person,CBE
70,2019-00072777,12/08/19,07:01,4100 block of Farm Dr,12/08/19,07:01,Injured/Sick Person,CBE
72,2019-00072795,12/07/19,22:00,The Hotel at 7777 Baltimore Ave,12/08/19,09:15,Other Incident,CBE
74,2019-00072889,12/07/19,{NO TIME},Lot 1b,12/08/19,17:21,Emergency Petition,CBE
76,2019-00072956,12/09/19,00:15,Lot UU,12/09/19,00:29,Emergency Petition,CBE
78,2019-00072965,12/09/19,03:00,4200 block of Lehigh Rd,12/09/19,03:17,Injured/Sick Person,CBE
80,2019-00073037,12/09/19,09:30,Stadium Dr,12/09/19,12:12,Pedestrian Struck,CBE
82,2019-00073044,12/08/19,19:30,3900 block of Campus Dr,12/09/19,13:00,Suspicious Activity (Title IX Related),CBE
84,2019-00073061,12/09/19,15:28,7600 block of Regents Dr,12/09/19,15:28,Theft,Investigation Pending
86,2019-00073506,12/10/19,22:00,4100 block of Campus Dr,12/11/19,08:55,Theft,Unfounded
88,2019-00073523,12/07/19,22:52,340 block of Ehrensberger Dr,12/11/19,10:52,Theft,Arrest
90,2019-00073552,12/11/19,15:00,Pocomoke at 7569 Baltimore Ave,12/11/19,15:26,Dept Property Damage/Loss,CBE
92,2019-00073559,12/11/19,13:20,3900 block of Campus Dr,12/11/19,15:55,Pedestrian Struck,CBE
94,2019-00073566,12/11/19,15:30,3900 block of Denton Service Ln,12/11/19,16:36,Injured/Sick Person,CBE
96,2019-00073596,12/11/19,20:15,4000 block of Stadium Dr,12/11/19,20:15,CDS Violation,Arrest
98,2019-00073601,12/11/19,21:03,"Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",12/11/19,21:03,Vandalism,Arrest
100,2019-00073623,12/12/19,00:16,Baltimore Ave,12/12/19,00:16,Violation of Protect/Peace Order,Arrest
102,2019-00073663,12/12/19,01:57,4300 block of Knox Rd,12/12/19,01:57,Vandalism,Arrest
104,2019-00073683,12/12/19,06:48,Baltimore Ave,12/12/19,06:48,Weapon Violation,Arrest
106,2019-00073728,08/26/19,08:00,Martin Hall at 4298 Campus Dr,12/12/19,10:06,Theft,Investigation Pending
108,2019-00073744,12/10/19,20:18,7600 block of Library Ln,12/12/19,11:25,Hate Bias Incident,Arrest
110,2019-00073746,12/12/19,11:42,"Bioscience, Bioscience Research Building at 4066 Campus Dr",12/12/19,11:42,Injured/Sick Person,CBE
112,2019-00073774,12/12/19,17:13,4100 block of Campus Dr,12/12/19,17:13,Injured/Sick Person,CBE
114,2019-00073860,12/13/19,00:55,Greenbelt Rd,12/13/19,00:55,DWI/DUI,Arrest
116,2019-00073908,12/13/19,09:17,4300 block of Knox Rd,12/13/19,09:17,Injured/Sick Person,CBE
118,2019-00073933,12/13/19,09:30,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",12/13/19,12:17,Theft,Investigation Pending
120,2019-00073945,12/12/19,05:03,University Blvd,12/13/19,13:51,Other Incident,CBE
122,2019-00073975,12/13/19,17:04,3800 block of Campus Dr,12/13/19,17:04,Injured/Sick Person,CBE
124,2019-00073980,12/13/19,17:31,Martin Hall at 4298 Campus Dr,12/13/19,17:31,Other Incident,CBE
126,2019-00074028,12/13/19,20:24,4100 block of Farm Dr,12/13/19,20:24,CDS Violation,Arrest
128,2019-00074081,12/13/19,23:15,South Gate at 7567 Regents Dr,12/13/19,23:15,Alcohol Violation,Arrest
130,2019-00074090,12/14/19,00:01,Baltimore Ave,12/14/19,00:01,DWI/DUI,Arrest
132,2019-00074267,12/14/19,17:13,Caroline Hall at 7154 Preinkert Dr,12/14/19,17:13,CDS Violation,CBE
134,2019-00074343,12/14/19,23:29,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",12/14/19,23:29,CDS Violation,Arrest
136,2019-00074360,12/15/19,00:58,Denton at 3854 Stadium Dr,12/15/19,00:58,Injured/Sick Person,CBE
138,2019-00074373,12/15/19,02:08,"Chapel, Memorial Chapel at 7744 Regents Dr",12/15/19,02:08,Suspicious Activity,CBE
140,2019-00074374,12/15/19,02:09,7600 block of Library Ln,12/15/19,02:09,Alcohol Violation,CBE
142,2019-00074385,12/15/19,03:29,College Ave,12/15/19,03:29,DWI/DUI,Arrest
144,2019-00074403,12/15/19,05:36,4200 block of Lehigh Rd,12/15/19,05:36,Emergency Petition,CBE
146,2019-00074439,12/15/19,10:16,7500 block of Mowatt Ln,12/15/19,10:16,Recovered Stolen Motor Vehicle,CBE
148,2019-00074441,12/15/19,10:41,Easton at 3917 Denton Service Ln,12/15/19,10:41,Injured/Sick Person,CBE
150,2019-00074455,12/15/19,12:10,Lot Q,12/15/19,12:28,Damaged Property,CBE
152,2019-00074464,12/15/19,14:09,4300 block of Knox Rd,12/15/19,14:09,Accident - Departmental,CBE
154,2019-00074500,12/15/19,17:45,Harford at 7660 Regents Dr,12/15/19,18:05,Suspicious Activity,Active/Pending
156,2019-00074569,12/16/19,00:01,Knox Rd,12/16/19,00:01,DWI/DUI,Arrest
158,2019-00074586,12/16/19,01:00,Centreville at 4243 Valley Dr,12/16/19,02:44,Injured/Sick Person,CBE
160,2019-00074688,12/16/19,11:00,"Wye Oak, Wye Oak Building at 4201 Landscape Ln",12/16/19,11:17,Damage to State Property,CBE
162,2019-00074799,12/13/19,21:00,Pocomoke at 7569 Baltimore Ave,12/16/19,21:57,Dept Property Damage/Loss,CBE
164,2019-00074886,12/17/19,07:36,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr",12/17/19,07:36,Injured/Sick Person,CBE
166,2019-00075094,12/18/19,04:01,4100 block of Farm Dr,12/18/19,04:01,Injured/Sick Person,CBE
168,2019-00075174,12/18/19,13:41,Queen Anne at 7645 Preinkert Dr,12/18/19,13:41,Theft,CBE
170,2019-00075273,12/18/19,23:59,Baltimore Ave,12/18/19,23:59,DWI/DUI,Arrest
172,2019-00075320,12/19/19,08:59,"Metzerott House #1, Metzerott House (430) at 4103 Metzerott Rd",12/19/19,08:59,Suspicious Activity,Active/Pending
174,2019-00075380,12/19/19,08:00,Pocomoke at 7569 Baltimore Ave,12/19/19,15:29,Dept Property Damage/Loss,CBE
176,2019-00075502,12/20/19,00:32,Baltimore Ave,12/20/19,00:32,DWI/DUI,Arrest
178,2019-00075605,12/20/19,10:44,8800 block of 35th Ave,12/20/19,10:59,Assist Other Agency,CBE
180,2019-00075606,11/30/19,17:00,"Football Team House, Gossett, Gossett Football Team House at 4068 Fieldhouse Dr",12/20/19,11:01,Damaged Property,CBE
182,2019-00075805,12/21/19,00:10,Baltimore Ave,12/21/19,00:22,CDS Violation,Arrest
184,2019-00075810,12/21/19,00:34,Campus Dr,12/21/19,00:34,DWI/DUI,Arrest
186,2019-00075821,12/21/19,02:34,Campus Dr,12/21/19,02:34,DWI/DUI,Arrest
188,2019-00075842,12/21/19,06:31,University Blvd,12/21/19,06:31,DWI/DUI,Arrest
190,2019-00075873,12/21/19,15:00,"Chapel, Memorial Chapel at 7744 Regents Dr",12/21/19,15:00,Injured/Sick Person,CBE
192,2019-00076127,12/21/19,07:00,Pocomoke at 7569 Baltimore Ave,12/22/19,08:23,Dept Property Damage/Loss,CBE
194,2019-00076270,12/23/19,00:22,Baltimore Ave,12/23/19,00:22,DWI/DUI,Arrest
196,2019-00076437,12/23/19,22:30,Pocomoke at 7569 Baltimore Ave,12/23/19,22:41,Injured/Sick Person,CBE
198,2019-00076466,12/24/19,02:01,4400 block of Knox Rd,12/24/19,02:01,Injured/Sick Person,CBE
200,2019-00076643,12/25/19,04:54,University Blvd,12/25/19,04:54,DWI/DUI,Arrest
202,2019-00077188,12/27/19,10:10,3900 block of Campus Dr,12/27/19,10:43,Theft,Arrest
204,2019-00077201,12/27/19,13:41,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",12/27/19,13:41,Suspicious Activity,Active/Pending
206,2019-00077523,12/28/19,23:16,Baltimore Ave,12/28/19,23:16,CDS Violation,Arrest
208,2019-00077534,12/29/19,00:58,7500 block of Columbia Ave,12/29/19,00:58,Assist Other Agency,CBE
210,2019-00077677,12/30/19,00:10,8100 block of Baltimore Ave,12/30/19,00:10,CDS Violation,Arrest
212,2019-00077692,12/30/19,01:59,Baltimore Ave,12/30/19,01:59,DWI/DUI,Arrest
214,2019-00077786,12/30/19,15:41,"College Park Fire Station, Company 12 at 8115 Baltimore Ave",12/30/19,15:41,Theft,Active/Pending
216,2019-00077820,12/30/19,20:17,Baltimore Ave,12/30/19,19:45,Dept Property Damage/Loss,CBE
218,2019-00077856,12/30/19,23:46,7300 block of Hopkins Ave,12/30/19,23:46,Suspicious Person/Auto,CBE
0,2020-00000039,01/01/20,02:27,4200 block of Lehigh Rd,01/01/20,02:27,Injured/Sick Person,CBE
2,2020-00000149,01/01/20,13:20,3400 block of Tulane Dr,01/01/20,14:11,Theft,Juvenile Arrest
4,2020-00000210,01/01/20,21:31,Baltimore Ave,01/01/20,21:31,DWI/DUI,Arrest
6,2020-00000226,01/01/20,22:30,4600 block of Calvert Rd,01/01/20,22:46,CDS Violation,Arrest
8,2020-00000269,01/02/20,01:30,Baltimore Ave,01/02/20,01:30,DWI/DUI,Arrest
10,2020-00000380,12/16/19,10:00,3800 block of Campus Dr,01/02/20,10:32,Theft,Investigation Pending
12,2020-00000408,01/02/20,12:34,"John S. Toll Physics Building, Physics, Physics Building at 4150 Campus Dr",01/02/20,12:34,Injured/Sick Person,CBE
14,2020-00000410,12/18/19,08:00,"Chem Nuc, Chemical & Nuclear Engineering at 4418 Stadium Dr",01/02/20,12:54,Theft,Investigation Pending
16,2020-00000535,01/03/20,01:43,9100 block of Baltimore Ave,01/03/20,01:43,DWI/DUI,Arrest
18,2020-00000693,12/29/19,11:50,Pocomoke at 7569 Baltimore Ave,01/03/20,15:59,Dept Property Damage/Loss,Active/Pending
20,2020-00000828,01/03/20,23:06,Baltimore Ave,01/03/20,23:06,DWI/DUI,Arrest
22,2020-00001021,01/04/20,23:21,7700 block of Adelphi Rd,01/04/20,23:21,Emergency Petition,CBE
24,2020-00001025,01/05/20,00:10,3500 block of University Blvd,01/04/20,23:54,Injured/Sick Person,CBE
26,2020-00001035,01/05/20,01:07,Baltimore Ave,01/05/20,01:07,DWI/DUI,Arrest
28,2020-00001290,01/06/20,06:27,4200 block of Landscape Ln,01/06/20,06:27,Injured/Sick Person,CBE
30,2020-00001428,12/20/19,14:30,Lot S3,01/06/20,13:40,Damage to State Property,CBE
32,2020-00001462,01/06/20,17:36,Elkton at 3981 Denton Service Ln,01/06/20,17:36,Other Incident,CBE
34,2020-00001539,12/17/19,13:00,7500 block of Calvert Service Ln,01/06/20,23:19,Theft,CBE
36,2020-00001755,01/07/20,17:15,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",01/07/20,17:15,Injured/Sick Person,CBE
38,2020-00001775,01/07/20,19:13,Paint Branch Dr,01/07/20,19:13,Injured/Sick Person,CBE
40,2020-00001779,01/07/20,20:24,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",01/07/20,20:24,Injured/Sick Person,CBE
42,2020-00001975,07/09/14,12:00,Pocomoke at 7569 Baltimore Ave,01/08/20,14:55,Other Incident,CBE
44,2020-00002136,01/09/20,01:24,Baltimore Ave,01/09/20,01:24,DWI/DUI,Arrest
46,2020-00002144,01/09/20,02:50,Baltimore Ave,01/09/20,02:50,DWI/DUI,Arrest
48,2020-00002166,01/09/20,05:05,4200 block of Guilford Dr,01/09/20,05:09,CDS Violation,Arrest
50,2020-00002320,05/01/17,00:01,"Allegany, Allegany Hall at 4299 Lehigh Rd",01/09/20,20:50,Other Incident,Investigation Pending
52,2020-00002331,01/08/20,18:00,Lot 11b,01/09/20,22:29,Vandalism,Active/Pending
54,2020-00002460,01/10/20,01:39,4700 block of Pontiac St,01/10/20,01:39,DWI/DUI,Arrest
56,2020-00002477,01/10/20,02:38,Baltimore Ave,01/10/20,02:38,DWI/DUI,Arrest
58,2020-00002541,01/10/20,10:03,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",01/10/20,10:03,Injured/Sick Person,CBE
60,2020-00002563,01/10/20,10:22,"Nyumburu, Nyumburu Cultural Center at 4018 Campus Dr",01/10/20,11:09,Suspicious Activity,CBE
62,2020-00002704,01/10/20,23:33,Baltimore Ave,01/10/20,23:33,Warrant/Summons Service,Arrest
64,2020-00002709,01/11/20,00:05,Catholic Student Center at 4141 Guilford Dr,01/11/20,00:07,Suspicious Person/Auto,Arrest
66,2020-00002711,01/11/20,00:30,Adelphi Rd,01/11/20,00:30,DWI/DUI,Arrest
68,2020-00002727,01/11/20,02:37,Baltimore Ave,01/11/20,02:37,DWI/DUI,Arrest
70,2020-00002777,01/11/20,12:45,Varsity Sports Teamhouse at 4117 Stadium Dr,01/11/20,14:10,Theft,Arrest
72,2020-00002835,01/11/20,20:25,"Lefrak, Lefrak Hall at 7251 Preinkert Dr",01/11/20,20:25,Other Incident,CBE
74,2020-00002913,01/12/20,07:07,"College Park Fire Station, Company 12 at 8115 Baltimore Ave",01/12/20,07:07,Theft from Auto,Arrest
76,2020-00003335,01/13/20,15:52,"Terrapin Row, Terrapin Row #2, Terrapin Row 2, TR2 at 4300 Hartwick Rd",01/13/20,15:52,Assist Other Agency,Arrest
78,2020-00003581,01/14/20,12:35,4400 block of Rossborough Ln,01/14/20,12:41,Injured/Sick Person,CBE
80,2020-00003857,12/14/19,07:00,7500 block of Baltimore Ave,01/15/20,11:13,Dept Property Damage/Loss,CBE
